ID da Fatura,Filial,Cidade,Tipo de Cliente,Gênero,Linha de Produto,Preço Unitário,Quantidade,Imposto 5%,Total,Data,Hora,Pagamento,COGS,Margem Bruta %,Renda Bruta,Avaliação
490833589,C,Vieira de Castro,Membro,Feminino,Esportes e viagens,69.42,7,24.297,510.237,2024-01-23,07:33,Dinheiro,408.19,6.246218,31.8705,6.3
75397668,B,Novaes,Normal,Masculino,Eletrônicos,43.55,8,17.42,365.82,2024-01-14,11:08,Dinheiro,292.66,4.567818,16.71,4.4
513032964,B,Vieira,Normal,Masculino,Casa e estilo de vida,43.34,9,19.503,409.563,2024-01-06,04:37,Cartão de crédito,327.65,3.781449,15.4874,7.6
406991864,A,Teixeira do Amparo,Normal,Feminino,Eletrônicos,25.38,1,1.269,26.649,2024-01-28,12:21,Dinheiro,21.32,4.217624,1.124,8.6
510029030,B,Rodrigues de Fernandes,Membro,Feminino,Saúde e beleza,66.3,10,33.15,696.15,2024-02-04,12:26,Ewallet,556.92,4.330746,30.1485,8.9
422715787,C,Cardoso,Normal,Masculino,Eletrônicos,84.93,6,25.479,535.059,2024-01-17,02:09,Cartão de crédito,428.05,5.34596,28.604,7.0
318520367,C,Carvalho,Membro,Masculino,Eletrônicos,22.0,8,8.8,184.8,2024-02-06,16:28,Ewallet,147.84,5.589847,10.33,6.2
7850876,B,Souza,Membro,Masculino,Esportes e viagens,11.63,3,1.7445,36.6345,2024-01-31,09:58,Cartão de crédito,29.31,3.941191,1.4438,8.9
34315936,C,Nunes,Normal,Masculino,Alimentos e bebidas,11.52,5,2.88,60.48,2024-02-02,13:44,Ewallet,48.38,3.514752,2.1257,5.2
831466119,B,Jesus,Normal,Feminino,Casa e estilo de vida,95.58,2,9.558,200.718,2024-01-23,08:18,Dinheiro,160.57,5.51955,11.0787,8.2
119207459,C,Oliveira de Goiás,Normal,Feminino,Alimentos e bebidas,61.8,5,15.45,324.45,2024-02-06,09:37,Cartão de crédito,259.56,4.377869,14.204,4.6
590224514,B,Viana de Oliveira,Normal,Masculino,Eletrônicos,89.43,8,35.772,751.212,2024-01-22,05:40,Cartão de crédito,600.97,6.839806,51.3814,5.7
934757697,A,Teixeira,Normal,Masculino,Casa e estilo de vida,75.0,1,3.75,78.75,2024-01-11,22:17,Ewallet,63.0,6.55003,5.1581,5.3
103720039,A,Martins,Membro,Feminino,Alimentos e bebidas,96.52,2,9.652,202.692,2024-01-27,18:18,Cartão de crédito,162.15,4.280728,8.6767,6.9
90916529,C,Alves,Normal,Feminino,Esportes e viagens,82.62,5,20.655,433.755,2024-02-04,13:18,Cartão de crédito,347.0,3.569832,15.4843,5.8
915063789,B,Sales,Normal,Masculino,Esportes e viagens,54.98,6,16.494,346.374,2024-02-06,02:47,Cartão de crédito,277.1,7.807627,27.0436,6.5
385263399,A,Pires do Amparo,Membro,Feminino,Esportes e viagens,25.91,5,6.4775,136.0275,2024-02-08,21:07,Ewallet,108.82,4.1062,5.5856,4.7
816494796,A,Ramos,Normal,Masculino,Casa e estilo de vida,89.28,3,13.392,281.232,2024-01-17,07:53,Ewallet,224.99,5.715044,16.0725,6.8
748077987,C,Viana,Normal,Masculino,Eletrônicos,94.52,3,14.178,297.738,2024-01-28,09:42,Ewallet,238.19,5.61291,16.7118,5.1
482896474,B,da Paz das Pedras,Membro,Masculino,Eletrônicos,51.9,4,10.38,217.98,2024-01-24,20:24,Cartão de crédito,174.38,4.584334,9.9929,7.3
495927146,B,Nunes do Campo,Normal,Feminino,Eletrônicos,12.93,1,0.6465,13.5765,2024-01-30,14:12,Cartão de crédito,10.86,3.848346,0.5225,5.2
126424045,A,Almeida de Goiás,Membro,Feminino,Eletrônicos,34.65,3,5.1975,109.1475,2024-01-15,14:28,Dinheiro,87.32,4.486514,4.8969,6.0
567517084,A,Aragão dos Dourados,Normal,Feminino,Alimentos e bebidas,65.02,3,9.753,204.813,2024-02-06,20:34,Ewallet,163.85,3.816007,7.8157,8.1
783253777,B,Carvalho da Serra,Normal,Masculino,Casa e estilo de vida,26.91,7,9.4185,197.7885,2024-01-03,09:05,Cartão de crédito,158.23,4.059576,8.0294,8.6
322641126,C,da Paz,Membro,Masculino,Eletrônicos,72.03,7,25.2105,529.4205,2024-01-20,04:46,Dinheiro,423.54,4.415363,23.3758,5.0
118555887,B,da Rosa da Mata,Normal,Masculino,Saúde e beleza,87.67,4,17.534,368.214,2024-01-08,05:18,Cartão de crédito,294.57,3.359232,12.3692,5.9
616691482,B,Dias,Normal,Masculino,Casa e estilo de vida,14.83,4,2.966,62.286,2024-01-13,10:26,Dinheiro,49.83,5.394719,3.3602,5.6
944063733,C,Gonçalves do Galho,Membro,Feminino,Alimentos e bebidas,61.39,3,9.2085,193.3785,2024-01-19,23:15,Dinheiro,154.7,4.760691,9.2062,4.9
553676521,A,da Costa,Membro,Masculino,Saúde e beleza,64.94,7,22.729,477.309,2024-01-01,01:42,Ewallet,381.85,6.265306,29.9049,7.0
729896772,C,Silveira Grande,Membro,Masculino,Esportes e viagens,24.92,5,6.23,130.83,2024-01-13,11:49,Ewallet,104.66,7.347276,9.6124,7.6
874960328,B,Rodrigues da Serra,Normal,Feminino,Saúde e beleza,19.41,8,7.764,163.044,2024-02-09,17:43,Ewallet,130.44,5.145495,8.3894,7.2
509576554,B,Santos,Normal,Feminino,Saúde e beleza,19.43,7,6.8005,142.8105,2024-01-08,06:29,Ewallet,114.25,4.016535,5.736,8.7
212395901,C,Vieira Paulista,Membro,Masculino,Esportes e viagens,51.41,9,23.1345,485.8245,2024-01-01,10:39,Cartão de crédito,388.66,7.319847,35.5616,5.9
159330775,A,da Luz de Goiás,Normal,Masculino,Esportes e viagens,12.0,9,5.4,113.4,2024-01-28,08:15,Cartão de crédito,90.72,3.359874,3.8101,6.1
401537147,C,Dias de Correia,Normal,Masculino,Eletrônicos,83.69,1,4.1845,87.8745,2024-01-23,07:49,Dinheiro,70.3,6.641161,5.8359,9.0
52578466,A,Jesus do Galho,Normal,Masculino,Eletrônicos,70.45,10,35.225,739.725,2024-01-11,01:40,Cartão de crédito,591.78,3.437401,25.4273,8.4
239214620,B,Oliveira,Normal,Masculino,Casa e estilo de vida,93.7,8,37.48,787.08,2024-01-13,10:09,Dinheiro,629.66,7.464052,58.7481,5.2
707119541,B,Monteiro,Membro,Feminino,Saúde e beleza,45.81,10,22.905,481.005,2024-01-31,06:33,Dinheiro,384.8,3.65635,17.5872,5.0
838056857,A,Jesus,Normal,Feminino,Alimentos e bebidas,13.44,10,6.72,141.12,2024-01-18,22:48,Ewallet,112.9,3.772271,5.3234,5.1
315040247,B,Oliveira de Peixoto,Membro,Masculino,Saúde e beleza,87.77,3,13.1655,276.4755,2024-01-11,03:33,Cartão de crédito,221.18,6.117753,16.9141,8.8
598904516,C,Ferreira de Minas,Membro,Feminino,Casa e estilo de vida,20.47,7,7.1645,150.4545,2024-01-15,06:38,Cartão de crédito,120.36,6.032326,9.0759,6.5
628684848,A,Cunha de Martins,Normal,Masculino,Saúde e beleza,81.82,3,12.273,257.733,2024-01-30,04:34,Ewallet,206.19,3.302316,8.5112,6.6
860499064,C,Correia de Jesus,Normal,Masculino,Alimentos e bebidas,17.2,10,8.6,180.6,2024-02-05,00:24,Ewallet,144.48,7.557739,13.6493,8.2
688711988,A,Jesus de Goiás,Membro,Feminino,Esportes e viagens,49.97,2,4.997,104.937,2024-02-10,09:21,Dinheiro,83.95,5.801253,6.0877,5.5
477893398,B,Gomes,Normal,Feminino,Eletrônicos,83.19,9,37.4355,786.1455,2024-01-15,15:11,Ewallet,628.92,5.622486,44.2009,7.8
491724425,B,Pires da Prata,Normal,Feminino,Casa e estilo de vida,85.66,2,8.566,179.886,2024-01-28,09:06,Dinheiro,143.91,4.278659,7.6967,7.7
884562211,A,Porto Alegre,Normal,Feminino,Casa e estilo de vida,83.41,8,33.364,700.644,2024-01-30,19:09,Ewallet,560.52,5.937526,41.6009,7.9
542479772,A,Caldeira,Membro,Masculino,Eletrônicos,66.4,2,6.64,139.44,2024-01-14,10:04,Dinheiro,111.55,6.369386,8.8815,7.7
121116922,C,Campos,Membro,Masculino,Saúde e beleza,35.98,3,5.397,113.337,2024-01-23,19:07,Dinheiro,90.67,4.122009,4.6718,4.3
996657981,A,Rezende de Barros,Membro,Masculino,Saúde e beleza,80.41,3,12.0615,253.2915,2024-01-29,11:09,Ewallet,202.63,3.268994,8.2801,8.4
168247985,B,Pires das Flores,Normal,Feminino,Esportes e viagens,77.98,2,7.798,163.758,2024-01-14,04:28,Ewallet,131.01,5.79647,9.4922,6.0
312392505,A,Ferreira do Campo,Membro,Feminino,Alimentos e bebidas,14.62,2,1.462,30.702,2024-01-04,14:04,Dinheiro,24.56,3.843994,1.1802,6.5
106066834,B,da Mota da Serra,Normal,Masculino,Alimentos e bebidas,70.76,8,28.304,594.384,2024-01-18,12:24,Cartão de crédito,475.51,7.340942,43.6334,6.5
557981911,A,Ramos de Viana,Membro,Masculino,Alimentos e bebidas,74.55,3,11.1825,234.8325,2024-01-15,18:51,Ewallet,187.87,4.589821,10.7784,6.4
202832295,A,Moraes de da Cruz,Membro,Feminino,Esportes e viagens,39.42,6,11.826,248.346,2024-01-03,21:23,Dinheiro,198.68,6.175744,15.3372,5.0
68585843,B,Aragão,Normal,Feminino,Casa e estilo de vida,24.75,1,1.2375,25.9875,2024-02-08,19:40,Dinheiro,20.79,4.156539,1.0802,4.7
843792130,C,Lima da Mata,Membro,Masculino,Eletrônicos,46.61,1,2.3305,48.9405,2024-01-24,15:59,Cartão de crédito,39.15,5.900164,2.8876,4.5
718260041,A,Nogueira,Normal,Masculino,Saúde e beleza,65.25,6,19.575,411.075,2024-02-09,01:09,Cartão de crédito,328.86,3.451928,14.19,8.1
500899075,A,Campos,Normal,Feminino,Alimentos e bebidas,35.6,4,7.12,149.52,2024-01-13,00:53,Dinheiro,119.62,5.743977,8.5884,5.6
482912285,A,Viana,Membro,Feminino,Eletrônicos,48.93,1,2.4465,51.3765,2024-01-19,21:04,Dinheiro,41.1,3.741858,1.9224,4.1
893836950,A,Rodrigues,Normal,Masculino,Eletrônicos,53.13,5,13.2825,278.9325,2024-01-29,02:22,Dinheiro,223.15,5.579136,15.562,7.8
561816686,A,das Neves,Membro,Masculino,Casa e estilo de vida,70.13,6,21.039,441.819,2024-02-08,13:22,Ewallet,353.46,4.847556,21.4174,4.5
381830555,A,Castro,Normal,Masculino,Casa e estilo de vida,87.69,9,39.4605,828.6705,2024-02-06,03:47,Ewallet,662.94,5.36054,44.4212,6.2
224855518,C,Freitas de Ferreira,Membro,Masculino,Alimentos e bebidas,62.53,7,21.8855,459.5955,2024-01-16,11:49,Ewallet,367.68,6.422217,29.5162,6.1
535301722,B,Nascimento,Normal,Masculino,Saúde e beleza,15.26,7,5.341,112.161,2024-01-12,18:41,Ewallet,89.73,6.473155,7.2604,7.4
164820401,C,da Cunha das Pedras,Normal,Masculino,Alimentos e bebidas,46.52,6,13.956,293.076,2024-01-22,17:37,Ewallet,234.46,6.075837,17.8068,7.7
860534475,A,Moura das Pedras,Normal,Masculino,Esportes e viagens,85.45,7,29.9075,628.0575,2024-01-06,12:13,Dinheiro,502.45,3.190925,20.0408,8.0
993323711,B,Cavalcanti,Normal,Masculino,Esportes e viagens,29.96,3,4.494,94.374,2024-01-14,13:15,Cartão de crédito,75.5,7.803503,7.3645,7.5
495660530,A,Moura da Mata,Membro,Feminino,Eletrônicos,14.23,2,1.423,29.883,2024-01-03,00:53,Dinheiro,23.91,4.298733,1.2846,4.9
443883127,B,Moura,Membro,Masculino,Casa e estilo de vida,13.98,5,3.495,73.395,2024-01-27,05:40,Ewallet,58.72,6.024477,4.4217,4.1
477652458,B,Gonçalves Verde,Normal,Masculino,Saúde e beleza,80.15,2,8.015,168.315,2024-01-07,17:52,Dinheiro,134.65,3.660718,6.1615,7.2
448696992,A,Souza,Normal,Masculino,Alimentos e bebidas,57.22,8,22.888,480.648,2024-01-31,17:10,Cartão de crédito,384.52,5.208906,25.0365,8.2
375988356,A,Cardoso,Normal,Masculino,Casa e estilo de vida,43.28,10,21.64,454.44,2024-01-11,03:59,Dinheiro,363.55,4.277117,19.4369,5.5
940712467,B,Duarte,Membro,Feminino,Alimentos e bebidas,32.24,5,8.06,169.26,2024-01-04,10:41,Ewallet,135.41,3.581862,6.0627,7.3
967776574,B,Costa,Normal,Masculino,Saúde e beleza,61.0,5,15.25,320.25,2024-01-09,03:40,Dinheiro,256.2,3.477532,11.1368,8.2
24598407,B,Ramos,Membro,Masculino,Alimentos e bebidas,43.61,5,10.9025,228.9525,2024-01-15,08:18,Cartão de crédito,183.16,3.564496,8.161,6.6
535767755,B,Viana,Membro,Masculino,Esportes e viagens,45.43,2,4.543,95.403,2024-01-28,20:19,Cartão de crédito,76.32,4.073804,3.8865,7.7
305328911,B,Campos,Normal,Masculino,Casa e estilo de vida,66.43,6,19.929,418.509,2024-01-02,01:59,Ewallet,334.81,5.599227,23.4333,6.4
690630537,A,Farias,Normal,Feminino,Alimentos e bebidas,76.91,2,7.691,161.511,2024-01-15,06:38,Dinheiro,129.21,5.798586,9.3654,6.4
794344364,C,das Neves,Membro,Feminino,Saúde e beleza,85.99,9,38.6955,812.6055,2024-01-11,08:20,Dinheiro,650.08,4.398603,35.7433,7.9
11128907,B,da Cruz das Flores,Membro,Feminino,Casa e estilo de vida,79.21,7,27.7235,582.1935,2024-02-09,01:31,Dinheiro,465.75,4.578453,26.6555,8.0
820042151,B,Carvalho de Lima,Membro,Masculino,Esportes e viagens,73.4,7,25.69,539.49,2024-01-07,22:23,Ewallet,431.59,5.801164,31.2967,4.4
937251182,A,Lopes da Serra,Normal,Feminino,Esportes e viagens,15.94,1,0.797,16.737,2024-01-07,18:34,Ewallet,13.39,5.724081,0.958,4.4
903316064,C,Castro do Galho,Normal,Feminino,Eletrônicos,85.22,5,21.305,447.405,2024-01-16,21:44,Ewallet,357.92,7.586213,33.9411,5.1
236103050,B,Gonçalves do Norte,Membro,Masculino,Esportes e viagens,37.78,5,9.445,198.345,2024-02-07,19:44,Dinheiro,158.68,3.860949,7.658,6.8
369068133,B,Porto Grande,Normal,Masculino,Eletrônicos,83.61,8,33.444,702.324,2024-01-01,18:15,Cartão de crédito,561.86,4.613051,32.3986,4.1
900518599,A,Lima,Membro,Feminino,Alimentos e bebidas,27.61,1,1.3805,28.9905,2024-01-27,08:32,Cartão de crédito,23.19,3.018318,0.875,8.9
720537471,A,Costa,Membro,Feminino,Eletrônicos,33.18,4,6.636,139.356,2024-01-10,04:06,Cartão de crédito,111.48,4.943418,6.8889,7.2
561877558,B,Freitas do Galho,Membro,Feminino,Saúde e beleza,98.49,8,39.396,827.316,2024-01-16,17:28,Dinheiro,661.85,5.639581,46.6572,4.8
699792896,C,Cardoso das Pedras,Normal,Feminino,Esportes e viagens,84.4,5,21.1,443.1,2024-01-05,02:03,Ewallet,354.48,3.360148,14.8888,5.7
183748850,C,Gomes,Membro,Feminino,Eletrônicos,82.16,10,41.08,862.68,2024-01-01,19:28,Ewallet,690.14,3.862888,33.3244,8.3
87604392,C,Castro da Serra,Membro,Masculino,Eletrônicos,99.52,1,4.976,104.496,2024-02-10,07:47,Cartão de crédito,83.6,7.946137,8.3034,8.1
520669755,C,da Rocha de Carvalho,Normal,Masculino,Eletrônicos,80.33,6,24.099,506.079,2024-01-05,20:48,Ewallet,404.86,4.211681,21.3144,4.5
890234470,C,Gonçalves do Norte,Membro,Masculino,Eletrônicos,46.13,10,23.065,484.365,2024-01-19,04:38,Dinheiro,387.49,7.144068,34.6034,5.9
994873764,A,Farias,Membro,Feminino,Saúde e beleza,80.96,4,16.192,340.032,2024-01-23,00:28,Dinheiro,272.03,5.511862,18.7421,7.3
121650627,C,Lima das Flores,Normal,Feminino,Casa e estilo de vida,94.53,2,9.453,198.513,2024-01-26,18:35,Dinheiro,158.81,5.243439,10.4089,6.1
734653570,C,Nogueira,Normal,Masculino,Casa e estilo de vida,90.29,10,45.145,948.045,2024-02-07,02:24,Cartão de crédito,758.44,6.4257,60.9185,8.1
82579594,C,Martins de Moraes,Membro,Feminino,Eletrônicos,35.72,2,3.572,75.012,2024-01-11,02:24,Ewallet,60.01,5.390593,4.0436,5.6
395597157,A,Viana,Membro,Masculino,Alimentos e bebidas,82.67,1,4.1335,86.8035,2024-01-28,09:33,Dinheiro,69.44,6.686431,5.8041,6.2
582732118,A,Pires,Membro,Feminino,Alimentos e bebidas,60.41,7,21.1435,444.0135,2024-01-30,21:48,Ewallet,355.21,7.765286,34.4789,4.9
789340734,A,da Cruz,Membro,Feminino,Esportes e viagens,42.25,2,4.225,88.725,2024-01-15,10:08,Ewallet,70.98,5.420264,4.8091,7.0
193124901,A,Porto dos Dourados,Normal,Masculino,Esportes e viagens,71.11,1,3.5555,74.6655,2024-01-31,10:51,Cartão de crédito,59.73,3.959399,2.9563,8.3
188635393,A,Porto do Oeste,Normal,Feminino,Eletrônicos,56.31,8,22.524,473.004,2024-02-10,11:47,Ewallet,378.4,7.537774,35.654,6.2
482557886,B,Moura dos Dourados,Normal,Feminino,Eletrônicos,64.54,4,12.908,271.068,2024-01-18,09:35,Dinheiro,216.85,4.521705,12.2569,4.5
587141898,A,Peixoto,Membro,Masculino,Esportes e viagens,34.58,4,6.916,145.236,2024-01-04,22:21,Cartão de crédito,116.19,3.060977,4.4456,8.1
547143040,C,Oliveira de Goiás,Membro,Feminino,Alimentos e bebidas,38.58,8,15.432,324.072,2024-01-07,20:51,Cartão de crédito,259.26,5.076082,16.4502,7.0
7866673,C,Carvalho do Norte,Normal,Feminino,Esportes e viagens,84.64,3,12.696,266.616,2024-01-29,00:02,Dinheiro,213.29,7.75301,20.6708,7.1
976761049,C,Viana de Ramos,Membro,Feminino,Eletrônicos,94.08,10,47.04,987.84,2024-02-09,21:04,Cartão de crédito,790.27,6.81645,67.3356,6.1
910297610,A,Rodrigues,Normal,Masculino,Alimentos e bebidas,48.06,5,12.015,252.315,2024-02-01,02:25,Cartão de crédito,201.85,7.670425,19.3536,4.5
910894046,B,da Cunha,Membro,Masculino,Casa e estilo de vida,12.55,10,6.275,131.775,2024-01-12,18:35,Dinheiro,105.42,4.283769,5.6449,8.9
19119244,A,Souza das Flores,Normal,Feminino,Saúde e beleza,62.95,5,15.7375,330.4875,2024-01-16,16:59,Dinheiro,264.39,7.186532,23.7506,7.8
518806281,C,da Cunha do Galho,Normal,Masculino,Alimentos e bebidas,99.97,8,39.988,839.748,2024-01-10,10:03,Ewallet,671.8,6.652291,55.8625,7.7
267862902,A,Farias de Minas,Normal,Masculino,Eletrônicos,76.17,3,11.4255,239.9355,2024-01-17,08:24,Ewallet,191.95,5.365496,12.8737,6.6
889991632,B,Costa,Normal,Feminino,Alimentos e bebidas,56.91,4,11.382,239.022,2024-02-07,10:14,Dinheiro,191.22,7.384576,17.6508,8.3
595063723,A,Azevedo do Sul,Membro,Masculino,Eletrônicos,65.79,10,32.895,690.795,2024-01-29,06:41,Ewallet,552.64,3.908146,26.9973,7.5
556404613,C,Ribeiro de da Rocha,Normal,Feminino,Esportes e viagens,65.26,4,13.052,274.092,2024-02-03,08:01,Ewallet,219.27,6.979515,19.1303,7.2
859783459,B,Novaes do Campo,Normal,Masculino,Saúde e beleza,58.74,8,23.496,493.416,2024-01-19,13:30,Cartão de crédito,394.73,3.260062,16.0857,4.4
852208,C,Rezende,Membro,Feminino,Saúde e beleza,57.88,8,23.152,486.192,2024-02-10,05:15,Dinheiro,388.95,3.44292,16.7392,5.6
780131706,C,Moraes da Mata,Normal,Masculino,Eletrônicos,59.95,7,20.9825,440.6325,2024-01-10,09:25,Ewallet,352.51,6.424157,28.3069,4.3
687736667,C,Sales do Sul,Normal,Masculino,Saúde e beleza,51.21,7,17.9235,376.3935,2024-01-22,01:48,Cartão de crédito,301.11,4.413332,16.6115,6.9
20305330,C,Dias de das Neves,Normal,Masculino,Esportes e viagens,63.82,3,9.573,201.033,2024-01-03,10:22,Cartão de crédito,160.83,6.682705,13.4344,5.5
507025190,A,Dias de Costela,Membro,Masculino,Esportes e viagens,93.86,10,46.93,985.53,2024-02-10,12:26,Dinheiro,788.42,5.244159,51.6828,4.4
826013598,A,da Costa do Campo,Normal,Feminino,Eletrônicos,12.01,5,3.0025,63.0525,2024-01-08,14:03,Ewallet,50.44,7.749815,4.8865,4.6
814527892,B,Peixoto,Membro,Masculino,Casa e estilo de vida,86.94,1,4.347,91.287,2024-01-15,14:19,Ewallet,73.03,6.635935,6.0577,8.9
462810050,A,Novaes,Normal,Feminino,Esportes e viagens,89.75,4,17.95,376.95,2024-01-08,20:45,Ewallet,301.56,5.650848,21.3009,5.2
108222199,A,Costela,Normal,Masculino,Eletrônicos,88.07,10,44.035,924.735,2024-01-30,16:50,Dinheiro,739.79,3.044677,28.1552,7.8
548645256,A,da Cruz da Praia,Membro,Masculino,Saúde e beleza,77.01,3,11.5515,242.5815,2024-01-10,18:44,Ewallet,194.07,7.0407,17.0794,5.8
72060185,C,Porto,Normal,Feminino,Saúde e beleza,24.34,10,12.17,255.57,2024-01-01,13:29,Dinheiro,204.46,3.443318,8.8001,6.9
218130779,A,Fogaça,Membro,Feminino,Casa e estilo de vida,39.18,10,19.59,411.39,2024-01-23,05:46,Cartão de crédito,329.11,6.974826,28.6937,5.4
993467855,A,Pinto,Normal,Feminino,Alimentos e bebidas,13.81,5,3.4525,72.5025,2024-01-21,16:28,Dinheiro,58.0,5.323592,3.8597,7.9
597209983,B,Castro,Membro,Masculino,Alimentos e bebidas,46.02,3,6.903,144.963,2024-01-16,09:58,Dinheiro,115.97,6.032902,8.7455,5.7
630439126,C,Costa,Normal,Masculino,Casa e estilo de vida,13.93,2,1.393,29.253,2024-01-06,03:25,Dinheiro,23.4,6.619651,1.9364,7.7
3934757,B,Vieira da Serra,Normal,Masculino,Esportes e viagens,78.56,4,15.712,329.952,2024-01-08,05:03,Ewallet,263.96,5.194707,17.14,4.4
992110633,C,Nogueira Grande,Normal,Masculino,Saúde e beleza,94.34,8,37.736,792.456,2024-01-21,10:55,Ewallet,633.96,6.099001,48.3319,7.7
407617040,B,Castro,Normal,Feminino,Saúde e beleza,74.92,4,14.984,314.664,2024-02-06,03:49,Cartão de crédito,251.73,7.300375,22.9717,8.7
486954024,C,Monteiro,Normal,Feminino,Alimentos e bebidas,80.41,8,32.164,675.444,2024-01-10,07:11,Dinheiro,540.36,3.07031,20.7382,4.1
445196152,B,Mendes de Aragão,Membro,Masculino,Alimentos e bebidas,10.6,8,4.24,89.04,2024-01-11,23:20,Cartão de crédito,71.23,3.494139,3.1112,7.8
377300662,A,Martins,Normal,Masculino,Alimentos e bebidas,20.79,8,8.316,174.636,2024-02-10,23:26,Ewallet,139.71,3.670332,6.4097,7.2
528793294,A,Pinto,Membro,Masculino,Esportes e viagens,39.79,3,5.9685,125.3385,2024-01-20,01:51,Ewallet,100.27,5.975506,7.4896,7.4
17482892,A,da Luz,Membro,Feminino,Casa e estilo de vida,43.51,8,17.404,365.484,2024-01-25,09:54,Ewallet,292.39,5.464635,19.9724,6.7
607266821,C,Nascimento,Membro,Masculino,Esportes e viagens,45.68,4,9.136,191.856,2024-02-02,20:20,Dinheiro,153.48,5.448322,10.4529,6.6
332263884,A,Costela de da Luz,Membro,Masculino,Eletrônicos,29.58,2,2.958,62.118,2024-02-06,10:01,Ewallet,49.69,3.453307,2.1451,5.3
47971801,C,Porto das Flores,Normal,Masculino,Esportes e viagens,74.92,10,37.46,786.66,2024-01-19,06:00,Dinheiro,629.33,4.388216,34.5203,7.8
586907138,B,Aragão Alegre,Membro,Feminino,Eletrônicos,30.77,5,7.6925,161.5425,2024-01-20,09:37,Dinheiro,129.23,3.75518,6.0662,5.5
62961958,A,Moraes do Norte,Normal,Feminino,Alimentos e bebidas,72.34,6,21.702,455.742,2024-01-03,11:32,Dinheiro,364.59,3.910885,17.8235,8.7
665158897,C,Nogueira,Membro,Masculino,Alimentos e bebidas,36.26,9,16.317,342.657,2024-01-31,20:45,Ewallet,274.13,3.0496,10.4497,8.3
511447698,B,Pires,Normal,Feminino,Eletrônicos,87.83,3,13.1745,276.6645,2024-01-24,23:30,Cartão de crédito,221.33,4.385725,12.1337,8.4
343381035,C,Campos de Mendes,Normal,Feminino,Casa e estilo de vida,67.0,2,6.7,140.7,2024-01-05,19:19,Ewallet,112.56,5.908613,8.3134,6.6
607846201,C,Lopes,Normal,Feminino,Eletrônicos,83.11,6,24.933,523.593,2024-01-29,12:51,Ewallet,418.87,4.95447,25.9413,7.8
845249791,A,da Rosa,Membro,Feminino,Alimentos e bebidas,72.87,3,10.9305,229.5405,2024-02-10,11:38,Dinheiro,183.63,4.458718,10.2346,5.0
58934119,C,Araújo,Normal,Feminino,Alimentos e bebidas,53.67,3,8.0505,169.0605,2024-02-02,13:54,Ewallet,135.25,6.097782,10.3089,5.5
104913446,C,Campos Alegre,Normal,Masculino,Esportes e viagens,73.06,9,32.877,690.417,2024-01-29,08:45,Dinheiro,552.33,6.069997,41.9083,5.3
133801963,B,Novaes Paulista,Membro,Masculino,Eletrônicos,88.81,6,26.643,559.503,2024-02-10,01:32,Dinheiro,447.6,4.591072,25.6872,7.6
280543186,C,Almeida,Membro,Feminino,Esportes e viagens,91.99,6,27.597,579.537,2024-02-02,21:14,Dinheiro,463.63,3.890911,22.5493,4.4
476242324,C,Araújo de Cardoso,Membro,Feminino,Saúde e beleza,63.14,5,15.785,331.485,2024-01-17,19:45,Dinheiro,265.19,5.223821,17.3162,4.6
334445468,A,Costela de Goiás,Membro,Feminino,Saúde e beleza,70.32,9,31.644,664.524,2024-01-10,06:49,Dinheiro,531.62,5.636195,37.4539,6.3
673269705,B,Rezende do Sul,Normal,Feminino,Saúde e beleza,98.82,1,4.941,103.761,2024-01-24,06:34,Ewallet,83.01,5.586431,5.7965,5.2
782758981,A,Cunha de Rocha,Normal,Masculino,Saúde e beleza,99.53,3,14.9295,313.5195,2024-02-08,16:00,Ewallet,250.82,5.850193,18.3415,7.4
847030274,C,da Paz de Correia,Normal,Feminino,Eletrônicos,53.95,9,24.2775,509.8275,2024-02-01,03:18,Dinheiro,407.86,7.031306,35.8475,4.5
980547894,B,Viana,Membro,Masculino,Saúde e beleza,83.12,9,37.404,785.484,2024-01-22,10:03,Cartão de crédito,628.39,3.823837,30.0356,5.9
952516133,C,Pereira,Normal,Feminino,Casa e estilo de vida,92.29,9,41.5305,872.1405,2024-01-24,04:08,Ewallet,697.71,4.281169,37.3378,6.6
864639905,B,Gomes do Sul,Membro,Masculino,Esportes e viagens,17.69,4,3.538,74.298,2024-01-10,10:02,Cartão de crédito,59.44,7.569149,5.6237,8.6
611850422,A,Pinto,Membro,Feminino,Alimentos e bebidas,72.58,7,25.403,533.463,2024-01-09,22:49,Dinheiro,426.77,7.980228,42.5716,7.8
525197257,B,Oliveira,Normal,Masculino,Eletrônicos,18.79,5,4.6975,98.6475,2024-01-25,13:36,Ewallet,78.92,5.778839,5.7007,7.8
197097847,A,da Cunha das Flores,Normal,Masculino,Eletrônicos,55.56,8,22.224,466.704,2024-01-15,14:15,Dinheiro,373.36,3.154455,14.722,4.7
884391300,A,Moura do Norte,Membro,Masculino,Eletrônicos,18.34,4,3.668,77.028,2024-01-01,04:33,Ewallet,61.62,6.675407,5.1419,5.6
214542057,C,Jesus das Pedras,Normal,Masculino,Esportes e viagens,39.13,8,15.652,328.692,2024-02-08,11:36,Dinheiro,262.95,6.436787,21.1572,6.4
494612274,C,Ramos,Normal,Masculino,Esportes e viagens,55.38,1,2.769,58.149,2024-02-05,14:12,Cartão de crédito,46.52,7.865803,4.5739,8.7
